"age_cal_yr_bp","year_ce","fit_zscore","ci_upper_zscore","ci_lower_zscore","n_records"
169,1781,0.0867458721251365,0.307511021076103,-0.131744711446639,72
170,1780,0.0816353243187506,0.302533664358612,-0.13652165589056,73
171,1779,0.0742106279302564,0.299186998389729,-0.144858160943405,72
172,1778,0.0651053350946161,0.294528907139533,-0.150822115181818,72
173,1777,0.0549529979467917,0.282419642871519,-0.155534760204375,71
174,1776,0.0443871686217453,0.264246741274004,-0.163635251930923,69
175,1775,0.0344114932121607,0.259521808278217,-0.16945504527631,70
176,1774,0.026311510224228,0.245272399822986,-0.177353004348371,70
177,1773,0.0198283084564526,0.24028990222305,-0.178485567187922,70
178,1772,0.0146104797589598,0.226667641020689,-0.183409306607933,70
179,1771,0.0103066159818748,0.21642305718941,-0.186640449252614,70
180,1770,0.00656530897532268,0.207445209576611,-0.184952208464753,70
181,1769,0.00303515058942879,0.196009908919359,-0.189972551219324,70
182,1768,-0.000635267325681671,0.186510186351292,-0.185856525241436,69
183,1767,-0.00475165559726259,0.183189075005753,-0.185272881109662,69
184,1766,-0.00614409790874649,0.181333692087817,-0.188401443689561,71
185,1765,-0.00310294895745667,0.186033039992722,-0.186430679914143,71
186,1764,0.00381621505701602,0.195976690819801,-0.17869501370109,70
187,1763,0.0140578179350808,0.208733977726118,-0.164930068322467,70
188,1762,0.0270662834771469,0.220086203753978,-0.152073767948654,70
189,1761,0.0422860354836235,0.243284558853373,-0.139696669239185,70
190,1760,0.0591614977549198,0.260764777634647,-0.123690107180766,68
191,1759,0.0771370940914449,0.278048133960635,-0.113246618091484,65
192,1758,0.0961362813791519,0.306321822809817,-0.100806801988664,63
193,1757,0.118054791069536,0.338194784717033,-0.0817836016065065,63
194,1756,0.143084028912269,0.373746917482814,-0.0621160710298121,63
195,1755,0.171140680864963,0.410438231949856,-0.0450266657885849,62
196,1754,0.202141432885235,0.451173428812914,-0.0326971106999339,61
197,1753,0.236002970930699,0.495978681577804,-0.0170398609354428,61
198,1752,0.27264198095897,0.540374714273204,0.00337279997282166,57
199,1751,0.311975148927662,0.595012434296596,0.022315398201096,55
200,1750,0.35391916079439,0.659303596184872,0.0380759448640534,53
