"age_cal_yr_bp","year_ce","fit_zscore","ci_upper_zscore","ci_lower_zscore","n_records"
147,1803,-0.110437517148492,0.0456576124417758,-0.268293135924781,74
148,1802,-0.125727043416495,0.0276535337941059,-0.28704250694702,74
149,1801,-0.139604632572172,0.0175678400785318,-0.302406138754142,74
150,1800,-0.151239218841125,0.00349551073547717,-0.312109959682712,74
151,1799,-0.159647800532848,-0.00039066856669114,-0.314229794584554,74
152,1798,-0.164153312979068,-0.0106751384810879,-0.320780146627494,73
153,1797,-0.165165058804344,-0.0138998160121476,-0.322536887847679,72
154,1796,-0.163144774047619,-0.0140702600779889,-0.320138299723588,72
155,1795,-0.158554194747837,-0.0114016658756358,-0.315537038548122,72
156,1794,-0.151855056943943,-0.00817028013649191,-0.304734518308084,72
157,1793,-0.143509096674878,0.0017375059818554,-0.295780167009912,73
158,1792,-0.133978049979588,0.00985842052244694,-0.289257699830328,74
159,1791,-0.124029575616685,0.0195504691262314,-0.277083704323916,73
160,1790,-0.116603532785697,0.0284378008682398,-0.266596021704893,72
161,1789,-0.11204478260103,0.0296803169851067,-0.261935453616474,72
162,1788,-0.109996617388202,0.0300820535936652,-0.260742445320227,72
163,1787,-0.110102329472733,0.026178883126272,-0.260081030446213,71
164,1786,-0.11200521118014,0.0223205715689921,-0.257898075344125,74
165,1785,-0.115348554835944,0.0188191133649558,-0.256453134634175,74
166,1784,-0.119775652765662,0.0136176476504924,-0.258616344798398,74
167,1783,-0.124927229800512,0.0104843684360737,-0.263464015105736,74
168,1782,-0.130269925824712,0.0117408043094767,-0.27573223063975,73
169,1781,-0.135418880983397,0.0103981296993924,-0.286902785457446,73
170,1780,-0.140129326514078,0.00931555507419216,-0.29839261384249,73
171,1779,-0.144156493654266,0.0129285639159262,-0.305947403698747,73
172,1778,-0.147255613641472,0.0141995524450529,-0.312626852150499,73
173,1777,-0.149181917713207,0.0180691501708715,-0.319546511365011,74
174,1776,-0.149690637106981,0.0205519836137557,-0.322926321676379,74
175,1775,-0.148537003060306,0.0224988970523918,-0.320209629760896,75
176,1774,-0.14511391786443,0.0258877706077285,-0.324173846665503,75
177,1773,-0.138878013901314,0.0305960891539373,-0.31993790388461,75
178,1772,-0.130177752088324,0.0367776510402754,-0.315157929708528,75
179,1771,-0.119376493375816,0.0496024128618381,-0.312764969482196,75
180,1770,-0.106837598714147,0.069696046638215,-0.304757247097757,75
181,1769,-0.0929244290536715,0.0874932230491345,-0.296469911108845,75
182,1768,-0.078000345344747,0.108222805930185,-0.285150705282289,75
183,1767,-0.0624287085377295,0.132057503444774,-0.274075154809215,75
184,1766,-0.0473787246176199,0.161345097525192,-0.265744538614707,75
185,1765,-0.0367071101669885,0.184018006831371,-0.256811801932185,75
186,1764,-0.0305341808346561,0.196365349178517,-0.254079191789469,75
187,1763,-0.0284686930982791,0.207382308648377,-0.249267488061351,75
188,1762,-0.0301194034355134,0.214435961501397,-0.253811906510017,72
189,1761,-0.0350950683240151,0.212426793546802,-0.257675294007552,71
190,1760,-0.0430044442414404,0.210156684522197,-0.260694343485753,71
191,1759,-0.0534562876654454,0.206004931789859,-0.266293640959548,71
192,1758,-0.0661869506070911,0.198431955357627,-0.274404782001676,71
193,1757,-0.0829778144318661,0.165997584087035,-0.293111526303067,71
194,1756,-0.103961669972232,0.14520942181311,-0.308241534894201,71
195,1755,-0.128408861588326,0.113874542393176,-0.334606243597944,68
196,1754,-0.155589733640283,0.0843622881444778,-0.359709563113568,68
197,1753,-0.184774630488238,0.0610421314057147,-0.398496378780715,67
198,1752,-0.215233896492328,0.0325993620268256,-0.44145946465162,66
199,1751,-0.246237876012689,0.0116206093170096,-0.484854133023634,66
200,1750,-0.277056913409456,0.00199081721338197,-0.533424392960704,63
