entity_id,entity_name,lat_dd_north,lon_dd_east,elev_m,hemisphere,depo_context,eco_id,chron_code,geo_id
1843,Clear core,43.75,-74.0166666666667,513,north,sedlac,48,RPD_orig,227
1844,Ely core,41.7666666666667,-75.8333333333333,384,north,sedlac,208,RPD_orig,227
1845,Hells Kitchen core,46.1833333333333,-89.7,500,north,sedlac,42,RPD_orig,227
1846,Little Pine core,45.2833333333333,-91.4833333333333,334,north,sedlac,68,RPD_orig,227
1847,Dark core,45.2666666666667,-91.4666666666667,335,north,sedlac,68,RPD_orig,227
1848,Ruby core,45.2666666666667,-91.45,330,north,sedlac,68,RPD_orig,227
1849,Lake of the Clouds core,48,-91.0166666666667,462,north,sedlac,42,RPD_orig,227
1850,LM01 core,55.62,-74.58,320,north,sedlac,92,RPD_orig,36
1851,EC03 core,56.02,-74.98,279,north,sedlac,92,RPD_orig,36
1852,MV01 core,56.94,-74.9,300,north,sedlac,92,RPD_orig,36
1853,BN07 core,55,-73.52,395,north,sedlac,92,RPD_orig,36
1854,GB01 core,55.12,-75.25,325,north,sedlac,92,RPD_orig,36
1855,EC02 core,56.02,-74.95,260,north,sedlac,92,RPD_orig,36
1856,GB02 core,55.1,-75.28,300,north,sedlac,92,RPD_orig,36
1857,EC01 core,56.28,-75.1,250,north,sedlac,92,RPD_orig,36
1858,LB01 core,57.92,-75.62,200,north,sedlac,92,RPD_orig,36
1859,LR01 core,58.58,-75.25,170,north,sedlac,87,RPD_orig,36
1860,BI02 core,57.12,-76.38,210,north,sedlac,92,RPD_orig,36
1861,LR03 core,58.57,-75.22,160,north,sedlac,87,RPD_orig,36
1862,LT01 core,59.14,-75.15,150,north,sedlac,87,RPD_orig,36
1864,Appleman Lake core,41.6233309,-85.2128058,293,north,sedlac,205,RPD_orig,227
1865,Bass Lake core,45.1975,-94.8791,361,north,sedlac,68,RPD_orig,227
1866,Camp Lake core,45.1593,-94.0916,316,north,sedlac,68,RPD_orig,227
1867,Crystal Lake core,44.3339,-93.2113,284,north,sedlac,68,RPD_orig,227
1868,Amber Lake core,43.6053,-94.4725,351,north,sedlac,69,RPD_orig,227
1869,Eagle CC core,44.8087,-93.9336,294,north,sedlac,68,RPD_orig,227
1870,Lake Emily core,44.314,-93.9143,344,north,sedlac,69,RPD_orig,227
1871,Fuller Lake core,45.4206,-94.0743,292,north,sedlac,68,RPD_orig,227
1872,Goose MC core,44.9855,-94.5863,334,north,sedlac,68,RPD_orig,227
1873,Hunt RC core,44.3314,-93.4454,327,north,sedlac,69,RPD_orig,227
1874,Kelly Dudley Lake core,44.3523,-93.3708,321,north,sedlac,69,RPD_orig,227
1875,Minnreg Lake core,44.6905,-93.3197,NA,north,sedlac,68,RPD_orig,227
1876,Murphy Lake SLC core,44.7105,-93.3417,411,north,sedlac,68,RPD_orig,227
1877,Lake Martha WC core,45.1422,-93.7392,295,north,sedlac,68,RPD_orig,227
1878,Union Lake RC core,44.4611,-93.3074,306,north,sedlac,68,RPD_orig,227
1879,Lily Lake WC core,44.1912,-93.6401,311,north,sedlac,69,RPD_orig,227
1880,Fish Lake LSC core,44.2274,-93.6648,310,north,sedlac,69,RPD_orig,227
1881,Fish Lake Scott core,44.6492,-93.4597,288,north,sedlac,68,RPD_orig,227
1883,Chopper Lake core,66.00225,-146.27532,NA,north,sedlac,54,RPD_orig,227
1884,Epilobium Lake core,65.97248,-145.56712,366,north,sedlac,54,RPD_orig,227
1885,Granger Lake core,66.05754,-145.65209,NA,north,sedlac,54,RPD_orig,227
1886,Jonah Lake core,66.068,-145.08488,NA,north,sedlac,54,RPD_orig,227
1887,Landing Lake core,65.90337,-145.77707,394,north,sedlac,54,RPD_orig,227
1888,Latitude Lake core,65.92689,-146.14223,NA,north,sedlac,54,RPD_orig,227
1889,Lucky Lake core,66.01737,-145.52501,NA,north,sedlac,54,RPD_orig,227
1890,Noir Lake core,66.00261,-145.92613,NA,north,sedlac,54,RPD_orig,227
1891,Picea Lake core,65.88162,-145.58768,269,north,sedlac,54,RPD_orig,227
1892,Reunion Lake core,66.00925,-146.1078,306,north,sedlac,54,RPD_orig,227
1893,Robinson Lake core,65.97158,-145.69925,NA,north,sedlac,54,RPD_orig,227
1894,Screaming Lynx Lake core,66.06815,-145.4044,276,north,sedlac,54,RPD_orig,227
1895,West Crazy Lake core,65.89142,-145.62195,NA,north,sedlac,54,RPD_orig,227
1896,Windy Lake core,66.04169,-145.75471,NA,north,sedlac,54,RPD_orig,227
1911,Big Spirit Lake core,43.48462,-95.10617,449,north,sedlac,69,RPD_orig,227
1912,Bass Lake FC core,43.82053,-94.07825,314,north,sedlac,69,RPD_orig,227
1913,Fox Lake MC core,43.67528,-94.69222,381,north,sedlac,69,RPD_orig,227
1914,Duck Pond Wellfleet core,41.932448,-70.000651,2.5,north,sedlac,110,RPD_orig,227
1915,Lily Pond NS core,42.4181,-72.3468,303,north,sedlac,48,RPD_orig,227
1916,Mansell Pond core MS660,45.04167,-68.733,58,north,sedlac,48,RPD_orig,227
1919,Wickett Pond core,42.57,-72.43167,330,north,sedlac,48,RPD_orig,227
1920,Piermont Marsh core,41,-73.9167,29,north,sedswamp,110,RPD_orig,227
1921,Spruce Pond core,41.2394,-74.204167,223,north,sedlac,110,RPD_orig,227
1922,Sutherland Pond core,41.3914,-74.0377,380,north,sedlac,110,RPD_orig,227
1923,Lac Nans core,50.3686388888889,-74.30591667,431,north,sedlac,31,NA,36
2025,Little Lake core 93,44.167778,-123.582222,210,north,sedswamp,3,RPD_orig,227
2026,Little Lake core 91,44.167778,-123.582222,210,north,sedlac,3,RPD_orig,227
2028,Lago Catemaco core,18.666667,-95,340,north,sedlac,115,RPD_orig,154
2029,Laguna EkNaab core,17.421145,-89.236475,160,north,sedlac,115,RPD_orig,35
2030,Iztapa core,13.951908,-90.659736,10,north,sedswamp,149,RPD_orig,88
2051,Cenote Kail core_micro,16,-91.554,1534,north,sedlac,149,RPD_orig,88
2052,Cenote Kail core_macro,16,-91.554,1534,north,sedlac,149,RPD_orig,88
2054,Dragonfly Lake Core A,60.8119444,-135.34,760,north,sedlac,53,RPD_orig,36
2055,Core B,66.089,-146.73,207,north,sedlac,54,RPD_orig,227
2056,Haircut Lake Core A count,60.515555,-133.205555,1000,north,sedlac,53,RPD_orig,36
2062,Lone Pine composite,40.2327333,-105.73165,3016,north,sedlac,6,RPD_orig,227
2063,Odessa Lake composite,40.3303667,-105.6854,3051,north,sedlac,6,RPD_orig,227
2064,Sand Beach composite,40.2187667,-105.6018,3140,north,sedlac,6,RPD_orig,227
2065,Thunder Lake composite,40.2219,-105.6472833,3231,north,sedlac,6,RPD_orig,227
2066,Wentworth Lake core,48.0166667,-124.533333,47,north,sedlac,3,RPD_orig,227
2067,Yahoo Lake core,47.683333,-124.016667,710,north,sedlac,3,RPD_orig,227
2068,Little Pond Bolton core,42.42234,-71.587738,99,north,sedlac,110,RPD_orig,227
2069,Little Pond Royalston core,42.675,-72.19167,302,north,sedlac,48,RPD_orig,227
2070,Berry East core,42.6201,-71.08733,43,north,sedlac,110,RPD_orig,227
2073,Chickaree composite core,40.334125,-105.841095,2796,north,sedlac,6,RPD_orig,227
2076,Jan Lake core_gtr125,63.56667,-143.9,485,north,sedlac,206,RPD_orig,227
2077,Jan Lake core_gtr250,63.56667,-143.9,485,north,sedlac,206,RPD_orig,227
2082,Steel Lake core,46.9731,-94.6837,425,north,sedlac,42,RPD_orig,227
2087,Marcella Lake Core Z count,60.0736111,-133.807777,697,north,sedlac,53,RPD_orig,36
2088,Marcella Lake Core A-Z composite,60.0736111,-133.807777,697,north,sedlac,53,RPD_orig,36
2089,SoT Core Z,66.0285,-147.549,256,north,sedlac,54,RPD_orig,227
2091,Mallard Lake core,51.287669,-101.324722,570,north,sedlac,228,RPD_orig,36
2093,Black HF core,41.3281,-70.7923,13,north,sedlac,110,RPD_orig,227
2094,Blaneys Pond HF core,41.4717,-70.7652,5,north,sedlac,110,RPD_orig,227
2096,Cain HF core,41.8583,-70.9784,20,north,sedlac,110,RPD_orig,227
2097,Coldwater Lake core,46.01666,-99.06666,596,north,sedlac,229,RPD_orig,227
2098,Rice lake core,48,-101.53333,620,north,sedlac,229,RPD_orig,227
2099,Deep_Taunton core,41.8824,-71.0115,7,north,sedlac,110,RPD_orig,227
2102,Doe HF core,42.1754,-72.7024,79,north,sedlac,110,RPD_orig,227
2103,Duarte Pond HF core,41.42,-70.6155,15,north,sedlac,110,RPD_orig,227
2104,Green HF core,42.5668,-72.5111,82,north,sedlac,48,RPD_orig,227
2106,Sandy Hill Pond core,41.6896,-70.3648,16,north,sedlac,110,RPD_orig,227
2107,Sears HF core,40.8845,-72.5783,2,north,sedlac,110,RPD_orig,227
2108,Canoe core,53.04889,-57.67175,166,north,sedlac,50,RPD_orig,36
2109,Big Beer core,53.12281,-60.10361,315,north,sedlac,92,RPD_orig,36
2110,111 core,59.912878,-96.9576,225,north,sedlac,58,RPD_orig,36
2111,150 core,59.875018,-98.1318,299,north,sedlac,58,RPD_orig,36
2112,396 core,59.571677,-98.5591,317,north,sedlac,58,RPD_orig,36
2113,614 core,59.321304,-97.2804,268,north,sedlac,58,RPD_orig,36
2114,630 core,59.314377,-98.0836,271,north,sedlac,58,RPD_orig,36
2115,785 core,59.118988,-97.4093,234,north,sedlac,58,RPD_orig,36
2116,Shuttle core,59.84616,-97.6351,276,north,sedlac,58,RPD_orig,36
2117,Umpawaug core,41.3061,-73.449700000000007,138,north,sedlac,110,RPD_orig,227
2118,Uncle Seth's core,41.4331,-70.6647,13,north,sedlac,110,RPD_orig,227
2120,Ware core,42.4825,-70.8825,4,north,sedlac,110,RPD_orig,227
2121,Westside core,41.8556,-73.2566,390,north,sedlac,110,RPD_orig,227
2122,Wildwood Lake core,40.892,-72.6733,5,north,sedlac,110,RPD_orig,227
2127,Blood HF core,42.08,-71.9615,214,north,sedlac,110,RPD_orig,227
2128,Harlock Pond HF core,41.403,-70.713,23,north,sedlac,110,RPD_orig,227
2129,Icehouse Pond HF core,41.798,-69.961,19,north,sedlac,110,RPD_orig,227
2134,Eagle Pond HF core,41.698,-70.137,11,north,sedlac,110,RPD_orig,227
2135,Jemima Pond HF core,41.829,-69.985,3,north,sedlac,110,RPD_orig,227
2136,Knob Hill Pond HF core,44.3605,-72.3737,370,north,sedlac,48,RPD_orig,227
2148,Lake Tulane_Grimm1993,27.585,-81.5036,36,north,sedlac,46,RPD_orig,227
2157,ODP hole 893A,34.28,-120.03,-577,north,sedmar,240,RPD_orig,227
2163,Lake Tulane TFG,29.83,-81.95,35,north,sedlac,46,RPD_orig,227
2164,URCB composite_250,47.04,-115.88,1710,north,sedswamp,8,RPD_orig,227
2165,URCB composite_150,47.04,-115.88,1710,north,sedswamp,8,RPD_orig,227
2167,Fresh Pond Falmouth HF core,41.5935,-70.5338,6,north,sedlac,110,RPD_orig,227
2168,Bates Pond_Canterbury core,41.65878,-72.01623,95,north,sedlac,110,RPD_orig,227
2171,Duck Pond_Naushon core,41.494745,-70.71416,3,north,sedlac,110,RPD_orig,227
2182,Marys Pond HF core,41.506151,-70.713474,26,north,sedlac,110,RPD_orig,227
2184,North Round Pond core,42.8476,-72.4519,317,north,sedlac,48,RPD_orig,227
2187,Round Pond_Truro core,41.971,-70.011,4,north,sedlac,110,RPD_orig,227
2193,Pecker Pond core,42.7133,-71.965,370,north,sedlac,110,RPD_orig,227
2196,Deep Pond_Falmouth core,41.564087,-70.635791,23,north,sedlac,110,RPD_orig,227
2206,Binnewater core,41.409742,-74.551738,256,north,sedlac,208,RPD_orig,227
2211,Hyde Park core,41.78,-73.89,74,north,sedlac,48,RPD_orig,227
2232,Swamp Lake core,37.95,-119.816667,1554,north,sedlac,41,RPD_orig,227
2238,Deuce Lake core,65.51667,-147.5167,170,north,sedlac,54,RPD_orig,227
2239,Dune Lake Core A,64.41667,-149.9,134,north,sedlac,54,RPD_orig,227
2255,Kettle Lake core,48.607198,-103.623723,610,north,sedlac,229,RPD_orig,227
2256,Beef Pasture core H 25-50um,37.41,-108.15,3060,north,sedswamp,7,RPD_orig,227
2257,Beef Pasture core H 50-100um,37.41,-108.15,3060,north,sedswamp,7,RPD_orig,227
2258,Beef Pasture core H >100um,37.41,-108.15,3060,north,sedswamp,7,RPD_orig,227
2297,Aguada de Petapilla 1989 core,14.86,-89.12,705,north,sedswamp,149,RPD_orig,95
2300,Bao-1 1997 core charcoal concentration,19.06,-71.03,1775,north,sedswamp,158,RPD_orig,58
2303,Cana Swamp 1,7.75,-77.58,500,north,sedswamp,252,RPD_orig,170
2305,Charco Verde core,11.47,-85.63,33,north,sedlac,155,RPD_orig,162
2322,Lago Chirripo composite core,9.483,-83.496,3520,north,sedlac,258,RPD_orig,48
2324,Lago de las Morrenas core,9.48,-83.48,3480,north,sedlac,258,RPD_orig,48
2332,Laguna Llana del Espino core,13.95,-89.52,700,north,sedlac,149,RPD_orig,206
2333,Laguna Metapan core,14.30071,-89.477829,450,north,sedlac,149,RPD_orig,206
2335,Laguna Volcan core,8.75,-82.68,1500,north,sedlac,86,RPD_orig,170
2336,Laguna Zoncho charcoal ratio,8.81,-82.96,1190,north,sedlac,86,RPD_orig,48
2337,Laguna Zoncho charcoal count,8.81,-82.96,1190,north,sedlac,86,RPD_orig,48
2344,Lake Miragoane core,18.4,-73.05,20,north,sedlac,158,RPD_orig,97
2345,Lake Nicaragua core LC-4,11.76258,-85.872528,30,north,sedlac,155,RPD_orig,162
2351,Lake Wodehouse core,7.65,-77.55,500,north,sedlac,252,RPD_orig,170
2415,Lake Aljojuca core,19.09113,-97.533602,2376,north,sedlac,114,RPD_orig,154
2424,Niliq core,67.867867,-160.431633,270,north,sedlac,57,RPD_orig,227
2425,Red Lake core,68.081317,-162.121617,NA,north,sedlac,182,RPD_orig,227
2428,TE11 core,69.94225,-159.3833,NA,north,sedlac,182,RPD_orig,227
2429,Aero-1,54.101027,-72.516166,432,north,sedswamp,92,RPD_orig,36
2430,Aero-5,54.101027,-72.516166,431,north,sedswamp,92,RPD_orig,36
2431,FLYukon core,68.009783,-160.170133,NA,north,sedlac,57,RPD_orig,227
2432,Erethizon core,61.599383,-161.1604167,NA,north,sedlac,55,RPD_orig,227
2433,Bouleau core,50.5239,-63.2073,108,north,sedswamp,50,RPD_orig,36
2483,Ocate core,36.241672,-105.150067,2905,north,sedswamp,6,RPD_orig,227
2485,Alamo Bog core_125,35.91,-106.58,2630,north,sedlac,272,RPD_orig,227
2486,Alamo Bog core_total,35.91,-106.58,2630,north,sedlac,272,RPD_orig,227
