Year,THW,WD,DIV,PIG,Gomez,JRIBAS,B40,NORUS_8_7,NORUS_7_2,B53,NORUS_7_5,NORUS_7_7,Aurora_Basin,W10,Illimani,D4,Summit2010,NEEM-2011-S1,Tunu2013,ACT11d,ACT2,NGT-B19,Humboldt,Flade-Isblink,Hans-Tausen,NasaU,Akademii-Nauk,Colle_Gnifetti,Upper-Fremont-Glacier,McCall-Glacier,Eclipse
1840,-999.0,9.9,43.9,-999.0,-999.0,25.3,18.8,14.8,4.1,5.3,2.5,4.9,14.3,11.2,627.2,460.0,266.2,239.5,72.5,747.8,2201.8,86.2,166.3,1415.3,90.9,384.2,2055.3,436.5,722.3,-999.0,2564.0
1841,-999.0,52.7,252.4,-999.0,-999.0,44.2,26.6,38.4,8.1,6.0,2.0,6.9,38.2,13.7,382.7,561.8,358.4,260.2,99.6,3922.6,569.7,221.0,966.5,1190.4,104.9,638.7,909.4,877.5,1946.7,-999.0,3663.2
1842,-999.0,14.1,92.8,-999.0,-999.0,76.2,11.8,16.3,5.1,6.8,5.8,8.9,26.5,43.8,235.2,562.5,431.3,571.1,117.3,1460.1,906.7,68.9,487.4,1654.0,95.5,428.8,1258.2,1426.5,1527.3,-999.0,4778.7
1843,-999.0,11.1,52.5,-999.0,-999.0,36.6,23.8,10.5,5.3,6.9,4.0,8.5,8.0,36.2,225.8,353.1,330.0,418.7,680.0,692.4,1729.2,859.1,159.3,856.6,282.6,267.4,2360.0,1192.5,2817.7,-999.0,2700.0
1844,-999.0,8.3,29.7,-999.0,-999.0,17.5,19.0,23.9,6.9,10.0,4.6,6.0,3.9,12.9,101.8,646.7,316.1,597.1,374.8,710.4,595.3,182.2,175.8,788.8,385.3,620.2,830.5,562.5,1912.1,-999.0,-999.0
1845,-999.0,13.3,54.0,-999.0,-999.0,28.7,28.8,9.0,4.3,8.5,2.4,5.5,14.6,13.6,235.8,322.3,286.0,343.2,252.6,424.7,69.6,114.4,456.5,1264.2,175.8,335.3,2303.2,864.0,1229.1,-999.0,4228.9
1846,-999.0,12.0,124.8,-999.0,-999.0,32.4,24.5,10.0,3.4,8.8,3.0,5.9,8.4,27.2,235.3,399.1,341.6,620.1,267.5,903.1,994.6,124.7,234.6,1386.7,156.2,478.7,3369.7,2722.5,2440.0,-999.0,4613.6
1847,-999.0,20.1,61.4,-999.0,-999.0,91.3,22.3,23.7,2.9,3.1,2.2,5.7,13.9,15.8,260.5,611.3,326.8,433.0,153.0,1686.8,257.3,163.6,275.0,1778.2,106.8,903.0,1198.4,562.5,2916.3,-999.0,3452.2
1848,-999.0,21.3,59.4,-999.0,-999.0,64.2,12.9,7.6,4.7,3.8,1.9,4.9,22.2,114.2,345.8,373.8,361.2,398.5,89.5,986.3,540.5,99.6,253.1,1056.9,99.6,590.8,2499.6,1147.5,3438.7,-999.0,2080.8
1849,-999.0,21.4,155.6,-999.0,-999.0,56.7,10.9,9.3,4.0,3.1,1.7,3.0,21.4,18.7,308.7,558.3,326.2,662.6,73.3,1932.3,655.6,86.8,227.7,3346.7,179.1,501.0,3962.2,1260.0,2569.8,-999.0,2316.7
1850,-999.0,18.9,88.3,-999.0,-999.0,74.1,9.8,24.3,9.0,3.0,7.2,2.7,6.6,16.4,139.3,763.2,255.8,282.3,78.4,781.9,380.9,153.2,172.5,1537.2,111.5,246.6,2149.8,846.0,2525.8,142.1,2116.2
1851,-999.0,16.4,71.9,-999.0,-999.0,49.8,7.2,11.6,6.6,9.5,4.7,3.6,11.2,28.4,321.7,331.8,325.3,416.4,141.2,869.9,147.6,185.5,182.8,886.3,85.6,526.1,704.1,922.5,2506.0,268.7,1070.3
1852,-999.0,16.8,57.7,-999.0,-999.0,67.9,11.9,9.9,9.8,9.4,2.2,4.9,9.1,16.7,326.2,523.4,284.0,330.4,179.5,834.2,324.9,243.0,248.5,1817.9,145.7,434.9,589.2,1287.0,2014.1,244.0,1068.6
1853,-999.0,11.9,93.5,-999.0,-999.0,40.8,14.4,13.2,15.8,6.2,4.3,6.5,6.8,18.4,348.5,719.1,484.7,3827.7,63.3,521.6,387.8,222.8,243.6,849.8,84.9,750.0,826.3,1917.0,3155.9,206.3,2188.3
1854,-999.0,22.4,70.5,-999.0,58.9,57.1,10.5,10.2,6.3,5.4,4.7,6.5,17.9,28.3,359.0,3653.7,553.5,679.1,103.0,906.1,819.0,217.2,220.4,2105.1,49.2,1275.1,451.2,1723.5,3709.7,126.0,1179.1
1855,-999.0,24.0,51.8,-999.0,60.1,27.0,6.8,11.1,3.9,6.9,3.6,5.7,31.2,31.2,384.7,608.3,306.2,644.7,35.5,1003.8,234.7,215.8,119.1,1146.6,129.1,549.1,689.5,1363.5,3269.3,124.8,1149.9
1856,-999.0,8.1,24.9,-999.0,129.9,74.3,13.0,13.8,3.3,10.4,5.0,3.5,15.3,19.6,528.5,382.6,261.4,524.1,123.8,835.0,592.4,399.7,232.2,774.5,93.7,386.4,1106.0,1737.0,2798.7,175.7,1611.7
1857,-999.0,12.2,56.0,-999.0,57.6,59.2,7.2,7.9,8.6,7.1,6.8,4.2,9.8,14.6,394.8,430.3,201.6,815.3,59.1,592.5,303.5,75.2,209.0,1797.9,84.0,1297.8,564.2,288.0,3322.3,203.3,1794.3
1858,-999.0,24.2,42.8,-999.0,53.5,112.1,12.1,28.6,6.7,7.2,3.9,5.0,23.0,30.4,154.4,329.4,208.9,440.5,18.2,567.8,322.0,53.4,214.4,1751.4,108.5,702.9,312.1,310.5,3741.4,137.7,886.3
1859,-999.0,21.6,50.3,-999.0,33.8,70.4,16.9,11.4,6.1,6.2,2.8,4.6,32.8,37.8,133.4,351.9,320.8,531.2,45.4,1238.2,731.6,415.5,245.6,704.4,66.1,575.9,565.5,1210.5,3273.9,242.8,966.7
1860,-999.0,10.9,66.3,-999.0,24.1,86.0,17.4,7.4,5.7,5.0,3.6,3.8,13.7,13.7,183.3,393.7,426.7,569.0,236.2,643.4,473.0,398.1,937.9,1544.4,64.3,785.9,736.6,589.5,2901.4,229.0,1347.9
1861,-999.0,11.0,30.5,-999.0,73.2,40.3,25.3,6.3,9.0,6.6,3.8,4.8,19.9,35.7,369.2,484.4,247.2,518.9,225.0,628.8,1168.4,174.8,217.5,2720.5,72.3,130.9,1683.0,562.5,5194.2,124.4,2775.3
1862,-999.0,30.0,95.1,-999.0,51.4,72.8,12.4,4.4,8.0,3.9,4.1,4.6,7.9,11.4,302.3,508.8,340.8,612.3,376.5,788.1,466.1,130.4,1049.7,579.8,244.1,356.6,2187.5,765.0,-999.0,162.3,1761.8
1863,-999.0,16.3,60.7,-999.0,118.2,110.9,7.1,12.7,9.9,3.2,3.0,3.5,18.6,51.7,320.4,6067.6,688.2,655.1,140.8,1399.4,911.7,194.4,436.3,575.7,160.3,626.6,2313.0,544.5,3164.4,174.1,1810.8
1864,-999.0,20.7,60.1,-999.0,103.2,50.3,8.6,7.5,5.8,3.2,3.4,5.0,26.0,24.1,166.2,1499.2,723.9,656.7,151.1,7520.3,1245.8,361.3,404.1,664.9,151.1,3431.1,2613.6,612.0,4189.7,1703.1,6758.1
1865,-999.0,13.3,89.0,-999.0,46.2,51.8,11.5,26.0,15.8,5.7,3.5,4.0,7.4,20.3,656.5,329.5,227.1,514.1,174.2,3014.1,272.9,234.4,333.8,1018.7,152.2,-999.0,826.6,1206.0,2540.5,288.6,1996.3
1866,85.5,12.4,38.3,-999.0,30.8,-999.0,25.6,22.5,6.7,11.4,3.0,3.6,25.4,15.5,432.1,723.0,277.3,534.5,162.6,610.3,379.9,379.1,212.0,1167.8,46.9,-999.0,1314.0,1692.0,2921.2,260.8,4069.9
1867,62.0,11.5,60.8,-999.0,12.7,69.2,21.2,4.5,5.3,8.7,1.6,5.3,7.2,17.6,470.7,441.7,463.0,436.4,474.3,670.3,372.0,170.2,206.7,1805.2,43.8,726.6,1009.7,994.5,3680.5,352.1,3422.0
1868,59.2,14.8,39.2,-999.0,79.0,34.4,20.8,6.5,3.2,8.3,5.5,7.9,17.0,16.2,601.9,3520.4,1311.8,313.3,420.6,1240.3,1169.1,389.8,166.7,1705.3,213.4,605.1,1090.0,445.5,3155.6,233.6,2272.4
1869,43.5,22.7,65.2,-999.0,119.2,128.6,14.8,6.0,2.4,4.5,8.6,11.3,5.8,21.0,362.1,705.6,490.5,596.9,208.2,1086.2,888.8,157.9,424.7,2376.9,239.1,493.5,935.8,864.0,4360.5,321.0,2878.8
1870,50.2,24.7,64.3,-999.0,32.7,139.0,28.0,11.8,5.4,5.5,6.4,9.5,3.2,12.1,119.6,712.2,518.1,756.7,288.8,1028.0,753.2,682.8,454.5,722.6,217.8,1844.3,914.1,1656.0,3348.7,242.4,2149.4
1871,155.6,23.1,59.6,-999.0,41.9,51.6,20.8,8.4,2.8,3.1,3.1,5.1,9.7,14.5,99.6,523.5,503.5,551.2,249.3,599.7,611.5,201.8,403.0,1247.3,89.2,936.9,1552.6,1219.5,3909.0,305.5,6960.2
1872,107.4,25.0,77.4,-999.0,37.0,53.4,8.0,40.0,7.0,4.6,1.6,3.9,16.7,36.3,445.3,1167.2,564.7,500.8,96.1,1244.9,536.2,226.6,352.2,463.8,136.6,603.3,4473.2,688.5,3720.0,440.8,4648.0
1873,47.0,25.2,88.1,-999.0,49.9,38.4,22.9,23.8,10.7,3.6,3.8,5.8,10.7,18.6,126.7,690.4,250.8,303.2,403.7,546.9,657.3,71.1,146.0,898.0,86.3,368.4,687.7,1791.0,3503.0,794.5,1843.8
1874,68.4,13.1,84.5,-999.0,33.4,83.9,27.4,1.1,7.7,3.1,4.2,5.9,3.7,16.8,164.9,608.3,229.5,360.9,162.7,772.3,314.8,104.0,324.9,2250.7,314.7,427.3,727.2,1890.0,4663.8,151.7,2392.2
1875,75.3,3.7,73.5,-999.0,71.5,100.6,15.0,0.8,7.3,5.8,2.8,10.0,9.3,44.6,268.0,555.9,319.5,437.4,978.1,2394.6,744.0,329.4,425.0,961.3,159.1,234.8,1257.0,913.5,2505.6,191.8,2018.8
1876,74.3,25.5,137.5,-999.0,45.9,70.2,7.3,1.3,10.2,5.2,2.2,10.2,51.4,18.7,140.8,459.6,263.3,312.6,222.9,556.5,489.9,126.8,828.5,956.0,210.6,500.7,553.8,3195.0,2312.4,154.4,2211.3
1877,67.0,17.0,93.3,-999.0,61.9,63.4,6.1,25.0,20.5,2.4,2.1,11.0,33.7,20.0,184.1,463.1,209.7,420.0,211.0,1308.8,435.5,121.8,352.0,854.6,70.5,505.1,705.6,2277.0,927.4,104.0,2323.8
1878,93.5,41.9,145.2,-999.0,42.7,58.7,8.0,23.0,14.5,5.9,4.9,10.4,11.7,22.3,314.9,903.8,509.6,606.6,209.0,763.8,1111.2,119.3,485.1,992.4,54.8,583.7,704.7,1080.0,1610.8,94.6,3091.2
1879,62.6,43.1,122.7,-999.0,28.9,48.4,14.3,8.3,7.2,10.9,2.8,8.6,17.9,204.1,89.5,760.6,491.6,666.6,160.3,840.8,636.3,111.8,277.8,635.6,158.4,332.7,740.4,3546.0,3193.8,109.8,3959.1
1880,53.9,18.3,42.6,-999.0,72.0,39.7,12.1,15.1,6.0,4.7,4.3,5.9,40.6,23.2,390.9,660.9,335.7,611.5,241.3,915.5,1059.9,179.8,1435.2,405.2,97.4,1184.1,1607.7,2371.5,6191.2,225.9,2703.6
1881,103.1,28.3,110.3,-999.0,58.8,61.2,8.9,29.3,9.9,4.6,4.2,6.4,24.2,17.3,477.2,1031.5,434.5,816.8,323.2,505.2,1386.2,186.6,636.7,694.7,70.8,319.3,820.5,1044.0,4319.3,271.9,1435.1
1882,65.2,26.4,80.8,-999.0,30.6,104.7,6.6,27.6,5.4,6.9,4.7,6.6,37.8,19.4,186.3,346.5,376.3,427.2,145.3,835.1,720.2,130.9,332.5,2196.9,207.4,1204.7,2320.2,2691.0,4166.7,304.8,1824.9
1883,60.1,94.4,118.0,-999.0,19.8,84.5,11.9,11.5,7.2,4.1,1.5,4.1,30.3,14.0,421.4,786.2,516.6,1050.2,285.3,1087.0,814.5,182.0,362.1,928.8,71.5,682.2,1255.3,1552.5,4854.6,324.8,3126.8
1884,52.3,11.5,42.5,-999.0,33.9,33.6,6.7,8.5,5.2,3.8,1.9,7.6,27.3,23.8,167.4,480.0,270.0,885.9,387.6,1325.7,1048.9,237.9,239.2,1946.7,58.3,1385.9,1847.4,3145.5,5001.5,420.4,3771.7
1885,82.7,11.6,70.9,-999.0,90.1,17.3,4.0,49.4,9.2,6.2,3.2,10.0,4.9,6.9,156.1,803.0,706.8,826.5,554.6,1117.4,497.1,128.4,597.0,2463.9,85.9,1292.8,577.2,1953.0,5681.4,467.8,3576.8
1886,65.0,20.2,33.4,-999.0,38.6,41.7,8.9,4.3,13.7,22.0,3.4,9.8,19.4,12.8,191.7,1012.0,457.4,766.0,476.1,1073.1,2054.2,154.7,790.4,1301.0,73.1,1078.6,1307.9,486.0,9177.1,584.2,2412.2
1887,70.2,28.6,72.4,-999.0,72.9,45.1,11.9,17.1,11.8,11.9,3.3,6.9,60.4,30.4,149.9,733.8,451.3,413.7,500.5,2280.0,766.1,338.5,576.7,2045.6,107.2,375.5,874.4,1827.0,8932.9,334.1,3128.7
1888,89.1,37.8,100.2,-999.0,51.9,65.6,15.5,2.8,10.1,5.8,4.5,5.0,23.4,10.2,163.8,483.1,303.4,1162.9,62.1,769.9,1163.5,177.0,248.4,1811.9,144.4,690.3,386.9,1215.0,6914.8,594.0,2543.1
1889,62.5,20.2,47.1,-999.0,100.3,89.3,7.7,21.4,9.9,6.3,2.7,5.2,18.5,40.8,468.1,3801.3,1179.4,612.4,225.4,1393.8,2305.1,175.4,392.8,2649.8,292.7,2087.2,1369.4,396.0,7170.7,228.9,5268.3
1890,140.4,17.9,85.8,-999.0,69.2,56.7,6.3,19.5,14.4,3.4,1.9,3.9,8.0,21.3,146.5,594.9,414.7,768.0,158.2,428.2,778.4,193.4,213.9,1378.1,223.5,392.3,1492.8,2691.0,7973.6,252.1,2813.5
1891,57.1,19.5,81.3,-999.0,48.8,92.9,5.6,10.5,5.4,4.7,6.4,3.8,10.9,21.8,206.6,1968.6,702.1,467.5,176.1,1118.4,4026.4,86.0,387.8,617.4,220.0,1655.4,1109.2,2583.0,5774.2,108.4,2885.9
1892,216.2,19.2,139.8,-999.0,98.7,163.8,7.4,10.2,5.6,10.4,7.6,4.8,11.7,23.0,558.5,1374.6,551.4,904.3,392.4,576.1,1608.5,134.6,374.6,2644.7,156.8,924.8,1390.9,958.5,4515.6,221.9,3595.6
1893,73.3,19.7,78.4,-999.0,21.9,420.8,15.5,7.5,5.6,8.8,4.6,6.3,27.0,47.0,636.8,1172.9,625.7,1130.4,444.9,1781.8,5307.4,202.1,817.0,1568.5,409.5,373.5,892.9,351.0,4704.9,234.4,1801.6
1894,82.4,11.9,50.8,-999.0,45.2,280.1,8.0,14.0,9.0,8.3,5.1,5.3,36.8,18.3,231.0,1391.9,655.1,3013.5,523.6,822.6,2575.0,152.5,351.5,2283.5,335.9,-999.0,776.1,468.0,3520.0,164.5,3075.9
1895,80.7,16.4,64.6,-999.0,57.0,51.9,5.9,20.9,11.0,2.7,3.6,2.9,31.9,8.6,361.9,3020.7,749.1,1304.8,335.1,1676.7,1681.8,293.3,1541.9,3287.8,111.1,957.7,1496.1,1557.0,2024.3,154.6,5616.7
1896,61.3,12.5,72.4,-999.0,64.8,67.0,6.2,14.2,10.4,3.1,4.1,2.1,9.9,9.6,520.5,1148.4,561.9,520.9,119.1,1180.3,1069.3,416.6,561.0,3947.4,139.8,913.9,1488.0,2056.5,1922.9,282.3,2782.2
1897,38.7,11.3,34.9,-999.0,88.6,55.7,16.3,9.1,10.1,8.4,4.1,3.0,40.6,28.2,441.6,809.8,489.5,536.1,406.6,2278.2,2125.7,149.5,318.6,2336.2,236.7,665.2,670.7,3024.0,4659.3,318.7,5518.1
1898,62.2,54.2,91.0,-999.0,81.4,117.5,16.1,10.4,13.7,8.6,4.9,3.1,23.8,78.3,476.6,894.7,715.3,698.2,262.5,685.3,1756.3,160.0,487.5,2255.1,223.2,1119.3,971.5,1476.0,3567.3,197.3,6664.4
1899,36.7,17.0,53.4,-999.0,55.2,91.5,6.8,8.4,28.4,17.3,5.0,3.0,10.1,41.5,314.9,872.1,354.8,937.4,240.4,1609.8,926.7,128.5,397.8,566.0,164.7,768.8,1919.1,3663.0,6686.1,555.3,3518.7
1900,52.8,18.3,103.3,-999.0,62.5,31.4,5.5,4.6,18.1,12.9,4.0,4.1,1.2,5.9,288.3,1084.2,763.5,525.7,389.6,847.0,641.7,209.9,505.6,811.2,183.1,722.2,553.0,1462.5,7658.1,219.3,4169.8
1901,49.9,21.0,95.8,-999.0,60.6,140.6,3.8,8.6,11.1,13.8,3.3,3.9,6.4,10.7,524.9,2083.4,649.6,310.0,196.6,3017.8,732.2,325.2,277.1,2954.2,180.5,327.6,1579.5,1885.5,6742.1,193.5,2985.5
1902,51.3,38.7,179.4,-999.0,93.3,66.0,7.9,12.4,8.4,11.5,2.7,3.9,18.7,27.0,582.9,2687.4,562.0,470.3,299.2,444.3,1932.1,367.3,578.9,2253.6,228.5,1389.3,2275.7,1759.5,7371.4,225.0,3261.1
1903,64.0,16.1,189.1,-999.0,46.4,60.1,8.3,11.5,9.5,6.7,2.9,3.7,17.5,14.9,374.5,856.0,451.3,1012.5,297.0,521.6,2554.1,244.6,390.4,798.8,160.2,872.2,1154.6,3298.5,9643.7,255.0,7582.5
1904,57.2,20.2,71.9,-999.0,43.9,6.0,18.1,11.4,14.0,5.4,2.3,2.8,29.9,35.0,784.7,2027.3,756.7,712.1,448.7,702.4,4041.3,281.7,674.4,2083.2,264.1,2868.4,2492.2,2007.0,9696.1,452.0,2442.7
1905,52.2,9.6,53.5,-999.0,23.9,98.6,8.8,8.2,16.2,5.2,2.7,2.8,32.0,13.5,790.1,2138.5,883.1,1013.7,506.7,2037.0,7490.4,731.4,906.9,1252.5,156.5,1247.3,3228.7,2452.5,8362.9,156.4,4230.7
1906,78.1,6.0,47.2,-999.0,42.3,146.6,8.7,15.3,14.9,5.6,3.6,2.6,24.6,15.6,1435.3,1467.3,618.2,911.2,277.4,1009.8,5100.2,526.8,615.5,1241.2,150.1,1479.5,3617.5,5310.0,5046.1,212.0,5434.6
1907,45.7,11.0,47.4,-999.0,55.6,44.6,9.5,62.0,18.3,6.7,3.8,2.9,34.3,27.8,280.8,1814.7,668.3,1172.8,100.1,1800.4,812.2,371.7,866.6,2227.7,78.4,619.9,1336.5,1629.0,5134.4,475.4,3118.9
1908,83.1,28.6,57.1,-999.0,70.1,96.0,9.7,12.6,17.7,7.7,4.3,3.0,47.1,22.0,269.8,4690.4,1910.0,1340.0,305.2,1538.7,5115.9,270.9,575.5,1024.6,380.7,2478.6,3749.5,4347.0,9049.4,981.0,3556.3
1909,86.9,6.6,52.2,-999.0,111.2,78.9,15.2,19.9,8.8,4.2,7.1,3.4,9.7,27.6,295.0,1584.0,796.0,2149.0,433.1,2130.0,3904.0,-999.0,1093.7,1016.3,117.8,669.7,1267.0,1903.5,18025.3,379.6,10145.6
1910,66.7,20.4,99.3,-999.0,63.0,145.1,22.9,7.0,10.6,7.4,6.6,3.7,14.8,90.3,832.2,2695.1,1420.8,1298.5,357.4,1134.3,3013.9,281.9,694.7,2015.6,120.9,1107.1,3418.8,1854.0,19669.5,1313.7,11567.0
1911,50.7,21.3,79.4,-999.0,50.6,92.6,13.8,4.5,11.2,9.0,7.9,3.7,12.4,21.3,142.8,1412.9,886.9,1397.2,444.6,1259.7,5345.2,478.1,573.3,2001.0,265.0,816.6,6799.0,2430.0,10714.2,1711.6,4962.6
1912,67.3,20.9,60.9,-999.0,30.0,86.6,8.2,5.2,14.9,12.8,6.1,3.5,24.1,14.9,97.3,1300.0,651.9,1391.6,898.1,1118.0,3374.3,410.2,1517.3,2492.9,424.1,1057.6,4531.1,6529.5,4256.5,924.5,4854.3
1913,31.5,18.8,226.7,-999.0,29.8,134.4,10.0,11.1,13.2,14.4,4.0,6.3,14.8,21.5,318.0,1253.0,1358.3,1561.1,450.6,1845.5,2609.9,701.7,483.7,1314.9,354.5,844.2,5387.0,7218.0,8420.4,280.9,7442.2
1914,49.2,13.1,65.4,-999.0,62.4,150.9,8.2,12.9,12.4,12.3,6.0,6.7,11.5,15.5,475.8,277.6,810.5,1119.3,1017.6,2648.9,4912.6,134.5,406.5,2578.3,262.1,520.0,1119.8,1903.5,5311.0,340.5,1939.7
1915,72.2,12.6,75.1,-999.0,54.0,66.6,8.5,12.5,13.8,8.7,6.6,6.3,9.7,11.4,556.5,1341.8,1185.2,602.8,321.4,1118.2,7688.4,391.9,846.9,1590.8,246.7,1023.7,861.6,4176.0,10776.7,558.4,2500.4
1916,85.9,27.7,114.0,-999.0,90.0,168.4,12.9,28.9,18.5,5.8,14.1,8.1,25.6,25.8,470.2,1995.5,1277.7,1101.9,392.4,2408.0,2786.7,460.8,2070.8,3026.9,142.8,1339.9,5268.8,7722.0,10191.4,186.6,2333.2
1917,63.9,33.8,78.8,124.1,49.6,114.5,13.0,17.6,11.9,9.0,12.1,10.1,21.4,35.7,648.8,3012.9,1189.3,1126.6,420.6,2962.9,1824.6,619.4,1065.5,2182.6,174.1,1414.8,2273.8,6763.5,6924.1,428.8,2714.5
1918,65.8,40.5,83.9,94.5,97.8,92.1,20.0,6.2,24.8,11.7,3.3,6.9,23.9,34.2,501.1,1088.8,578.9,2226.0,279.2,904.3,1508.0,622.7,1082.1,3187.7,389.5,741.7,1893.1,2493.0,10923.0,657.2,1568.9
1919,124.8,34.8,174.2,104.5,92.9,103.3,17.2,19.5,24.1,4.5,9.4,7.6,19.5,23.1,250.7,958.4,601.5,1207.9,1192.7,1939.1,5600.2,327.7,699.6,2185.3,340.0,2263.8,2721.6,5566.5,4520.0,538.2,2647.7
1920,169.1,15.8,132.8,80.9,63.4,81.6,18.4,28.2,19.0,8.6,6.0,6.2,13.8,50.0,220.7,1200.4,794.9,1361.0,977.0,1710.1,2757.3,464.2,681.7,5079.9,239.3,1668.7,1625.5,3640.5,10808.3,394.2,4457.1
1921,78.0,18.5,78.3,111.1,110.5,236.0,10.5,25.8,20.4,5.6,3.4,6.2,38.2,20.7,249.5,933.6,823.4,969.3,183.1,1826.9,2000.0,328.3,405.2,2218.9,145.4,3043.8,2884.9,3285.0,4778.8,561.9,5312.3
1922,85.8,15.4,71.0,106.3,70.9,71.9,12.9,10.3,17.5,4.3,3.0,3.3,45.0,24.9,589.8,1199.3,1020.4,1080.5,441.9,1099.9,1231.7,317.5,522.9,1773.1,96.4,-999.0,1235.1,4108.5,2124.4,465.5,3710.3
1923,51.5,18.9,65.3,76.2,103.0,145.5,30.7,14.5,20.3,4.6,7.3,6.1,29.5,24.4,423.2,1885.5,1189.2,1483.6,420.6,674.3,2056.3,191.6,903.0,3452.4,91.4,2928.0,1933.5,2533.5,5456.2,444.0,6700.6
1924,107.0,12.3,172.0,107.6,103.1,328.3,44.7,20.7,11.9,4.1,7.3,6.6,45.6,27.0,958.6,1166.4,1324.0,1285.7,289.9,900.1,4157.1,280.9,1232.2,1718.7,68.2,1095.0,3031.9,1822.5,3451.0,183.6,5053.6
1925,56.8,11.8,47.9,49.6,35.0,57.8,30.5,20.2,17.3,4.1,7.1,6.6,17.5,18.6,150.1,1268.4,847.4,1077.4,590.3,1852.0,2741.8,647.6,1318.0,1046.3,54.8,839.9,2627.9,1471.5,3159.7,434.5,2057.6
1926,96.1,46.8,96.5,50.1,53.7,236.4,18.7,17.8,22.7,7.9,9.8,3.7,21.5,14.9,872.2,703.2,783.1,908.9,491.3,2237.6,1415.1,597.6,687.9,1715.6,100.7,1746.6,1900.3,4747.5,4034.5,592.1,1881.6
1927,90.8,25.8,151.9,36.7,90.5,73.6,26.6,12.7,11.4,5.4,8.0,4.1,11.0,63.8,458.8,1274.2,802.3,1374.0,385.1,744.6,3213.8,572.0,572.2,1605.8,168.8,1214.6,410.6,2497.5,3701.7,373.9,2423.1
1928,51.3,12.8,58.3,90.8,38.2,118.8,20.0,4.0,10.5,6.1,6.8,3.3,45.7,10.9,440.1,1454.9,705.4,1585.4,453.3,1522.0,1801.8,903.1,842.1,1414.8,144.3,-999.0,3058.2,3226.5,2555.6,243.4,2740.7
1929,49.3,14.6,67.8,61.1,71.1,129.1,19.4,13.0,13.9,6.8,7.9,3.5,20.4,17.9,339.6,983.0,1072.2,1366.1,674.5,1670.8,4213.7,238.2,786.8,761.7,202.0,-999.0,975.9,954.0,4964.0,164.2,3269.5
1930,45.4,14.7,82.6,58.5,38.2,63.3,42.1,3.6,13.1,6.7,7.0,3.3,17.8,66.2,219.7,1181.5,830.9,789.1,388.0,580.9,2611.0,121.5,591.1,2362.7,64.6,-999.0,1028.9,3973.5,8247.5,118.3,1990.9
1931,76.0,34.9,61.2,51.9,62.0,59.8,6.0,9.2,7.9,12.5,7.4,3.1,31.4,34.0,353.6,1141.8,776.4,706.6,309.6,1130.0,962.5,195.5,526.6,1306.8,104.3,883.8,2516.4,1575.0,6629.1,459.3,4452.3
1932,35.0,17.9,52.2,42.9,43.7,107.1,8.8,7.6,11.8,8.4,9.3,5.7,9.3,68.4,166.0,1601.8,704.3,743.6,450.9,441.7,2100.0,751.0,586.5,2699.0,118.1,669.1,2618.4,2218.5,2537.8,223.3,1764.7
1933,76.7,40.3,134.6,102.7,79.1,163.4,11.9,13.2,10.4,5.0,18.4,7.1,46.1,31.8,212.9,740.1,620.4,724.6,401.1,895.9,2963.6,436.3,370.8,1923.1,293.2,3092.9,2099.6,7200.0,3419.4,252.2,1522.8
1934,69.9,21.6,87.3,57.7,78.6,59.2,10.3,12.0,12.1,9.6,19.1,8.6,21.0,141.1,494.8,1756.4,666.3,2057.1,573.8,616.2,1348.4,525.3,1931.3,3366.3,280.6,-999.0,1697.2,1237.5,1442.4,234.7,3774.9
1935,52.6,18.0,74.7,70.8,76.5,43.4,8.7,32.7,10.6,4.0,15.0,10.2,8.8,11.4,448.0,738.0,946.6,1010.5,523.9,656.5,1393.2,337.3,779.6,1547.0,132.3,-999.0,2235.3,2884.5,4878.3,372.9,2138.6
1936,56.6,17.2,48.7,57.7,51.7,165.0,9.6,23.0,11.4,1.5,8.3,8.5,26.2,68.6,373.3,2103.9,556.9,1373.6,348.9,1049.5,2161.6,266.8,477.8,3139.2,140.4,-999.0,4832.3,7618.5,2143.1,375.9,11690.3
1937,48.4,10.5,107.6,43.5,55.0,119.6,7.0,23.0,6.2,5.0,6.6,8.0,38.9,108.0,217.8,1301.6,812.0,716.9,459.1,1168.2,1550.4,77.0,337.6,2452.0,369.4,-999.0,2661.5,4486.5,1502.8,242.5,11508.9
1938,90.3,22.5,146.4,81.7,71.5,88.2,8.0,17.2,7.6,5.0,5.8,5.7,35.4,25.7,599.4,1019.7,434.5,816.3,545.6,439.8,1197.3,267.6,362.2,1110.4,377.0,571.7,2052.7,3726.0,3766.5,352.2,1655.3
1939,46.7,17.3,47.6,57.8,50.6,78.7,24.2,10.0,9.8,2.1,5.6,5.8,18.3,29.2,602.8,1242.5,798.4,2352.2,358.3,569.9,1323.1,225.3,529.2,1968.9,120.9,1023.5,4528.3,6354.0,14366.3,395.1,3226.0
1940,94.3,22.9,88.8,74.4,89.4,67.8,13.4,8.7,19.3,2.8,4.4,7.4,32.0,19.1,358.1,1339.4,453.9,699.1,394.3,526.8,3157.6,537.3,295.8,963.1,165.2,574.3,2279.5,3505.5,10085.7,166.8,1667.5
1941,148.6,79.0,66.1,133.5,50.4,36.3,22.2,26.5,15.1,4.4,5.7,5.7,27.6,17.0,1481.9,1077.6,827.6,835.7,270.5,676.1,1388.5,683.8,702.3,1120.2,257.2,-999.0,3360.1,2551.5,9620.3,125.2,5916.2
