Year,THW,WD,DIV,PIG,Gomez,JRIBAS,B40,NORUS_8_7,NORUS_7_2,B53,NORUS_7_5,NORUS_7_7,Aurora_Basin,W10,Illimani,D4,Summit2010,NEEM-2011-S1,Tunu2013,ACT11d,ACT2,NGT-B19,Humboldt,Flade-Isblink,Hans-Tausen,NasaU,Akademii-Nauk,Colle_Gnifetti,Upper-Fremont-Glacier,McCall-Glacier,Eclipse
1942,97.3,32.1,52.2,99.4,58.0,53.0,20.7,10.6,9.4,4.5,7.2,6.0,13.6,28.3,755.7,3109.7,621.6,790.2,263.5,1366.5,2930.4,410.5,1026.4,1191.6,190.5,-999.0,1948.9,6421.5,5116.2,285.7,15580.2
1943,53.0,13.2,99.3,97.4,89.5,31.2,22.5,13.8,7.1,3.2,5.4,6.3,7.6,19.6,551.4,1789.6,994.6,1027.5,497.9,993.2,1631.2,274.0,459.1,2740.6,196.7,371.0,1350.3,909.0,3948.5,376.6,1110.2
1944,66.8,30.7,200.9,164.3,57.9,209.2,16.3,4.6,8.6,3.1,6.0,6.4,19.6,20.6,428.4,2312.9,613.0,1254.4,664.5,889.1,2716.9,559.9,752.2,2204.8,129.6,584.1,3856.6,1287.0,2432.8,1970.5,2854.3
1945,154.6,22.1,112.0,123.5,101.0,131.7,25.2,1.7,13.7,2.9,7.5,4.2,11.7,23.9,895.6,2121.3,602.6,897.6,864.2,1420.0,1518.1,605.7,438.0,2266.7,66.4,1057.3,1029.2,6997.5,3251.9,123.7,2108.1
1946,39.6,49.2,47.3,42.0,25.6,76.7,13.8,8.2,9.8,7.9,6.5,4.4,6.7,25.8,271.7,1822.5,586.4,951.2,408.4,1474.2,5178.2,805.6,498.8,2331.2,67.9,1583.8,3277.0,2421.0,6637.2,321.6,10605.6
1947,36.8,33.4,42.2,82.2,66.0,66.9,14.0,11.8,10.6,4.1,6.7,3.5,15.0,15.6,515.9,997.9,812.3,1471.9,201.7,2169.1,1697.9,361.9,933.0,1334.2,189.8,1227.2,1456.8,3298.5,5487.7,146.6,1296.6
1948,42.3,10.8,69.5,89.2,48.4,106.6,14.3,5.0,9.9,5.8,6.8,5.2,20.2,24.3,495.7,1437.7,661.4,1102.5,340.1,1060.4,1391.9,263.9,567.1,2466.0,163.6,496.5,3333.0,4266.0,5088.6,334.7,4312.5
1949,57.5,21.4,35.0,68.6,34.4,85.7,15.8,10.5,10.1,4.5,6.3,6.1,7.0,177.4,343.4,854.8,381.7,1250.9,315.6,2707.3,874.4,264.2,512.1,1122.9,130.2,517.3,1382.8,6480.0,5025.4,592.6,3555.8
1950,56.9,55.5,112.9,189.4,116.2,135.7,13.8,8.7,11.5,5.1,7.7,5.9,19.1,24.5,262.0,1178.9,633.8,1143.1,208.4,1973.8,1794.8,399.7,969.7,833.0,171.9,1488.4,802.8,1426.5,6326.4,460.4,2684.7
1951,39.3,58.9,127.9,240.1,132.9,101.9,14.1,9.8,12.8,8.2,8.4,6.2,63.5,30.1,433.3,1938.3,855.4,1900.8,509.6,1359.0,2502.5,438.2,637.2,2168.8,349.3,695.1,1016.9,2758.5,4085.4,491.0,4236.0
1952,64.8,14.8,65.0,85.5,59.0,80.3,22.7,15.9,9.9,10.8,7.6,7.1,30.9,43.8,358.4,1111.1,574.0,511.8,734.2,1380.1,1385.9,247.1,821.9,974.3,270.8,503.4,2249.4,4459.5,2950.0,186.9,2415.7
1953,96.7,20.7,50.8,91.5,59.6,271.2,13.7,5.7,9.7,4.9,6.6,6.5,34.6,39.4,329.1,638.2,392.4,804.2,251.9,1187.9,1120.3,296.3,1019.6,3931.5,92.0,577.6,2680.0,400.5,2422.6,162.9,3989.0
1954,41.1,14.9,133.6,42.1,76.5,106.0,9.8,3.6,9.3,2.9,4.8,5.3,12.9,37.1,833.8,683.1,417.0,1251.9,511.1,228.1,1294.7,414.0,965.2,2495.6,74.4,468.8,1865.2,1719.0,2510.8,350.2,3261.9
1955,52.0,16.4,88.0,139.8,207.4,88.8,8.8,5.9,14.1,2.6,6.2,4.1,19.7,20.2,325.9,804.6,479.6,644.1,333.1,543.8,1161.5,316.9,333.4,1596.7,143.8,474.9,3428.0,1152.0,1682.9,306.3,1308.0
1956,81.1,30.1,84.2,259.3,55.4,75.5,12.1,23.5,9.3,5.0,7.2,3.7,18.2,32.7,616.8,518.6,283.1,641.3,192.0,1679.6,838.3,405.2,333.9,2865.3,86.1,503.5,3634.4,1701.0,1399.9,1900.6,1916.7
1957,46.1,21.4,103.5,126.6,67.8,72.6,7.1,25.7,10.8,3.0,7.4,5.4,117.4,26.4,345.5,500.8,404.8,1533.4,234.4,962.6,994.8,277.5,547.9,2231.4,48.6,234.0,936.0,4639.5,6091.2,1602.4,2664.1
1958,57.6,26.9,85.3,69.2,39.7,112.2,23.1,8.5,8.7,8.3,5.8,4.5,28.5,28.1,647.8,589.3,282.9,655.9,281.2,375.9,519.0,165.5,377.7,1930.0,197.8,513.8,913.0,3343.5,2623.4,687.3,902.0
1959,47.0,6.9,73.8,83.7,62.7,77.9,15.6,10.2,5.9,7.7,6.0,3.2,16.0,33.0,457.2,681.1,366.4,402.0,129.5,408.6,822.2,69.9,1164.4,1689.9,209.5,289.7,1552.8,5976.0,1091.5,179.0,2888.9
1960,46.0,17.4,67.3,125.7,64.0,66.0,9.5,13.1,11.5,7.9,8.2,3.4,19.3,15.9,689.7,454.3,240.3,730.2,386.1,524.7,412.9,87.8,431.3,865.5,131.9,358.8,7347.7,2682.0,1692.1,213.5,3070.1
1961,58.8,9.3,54.7,80.6,65.4,71.9,16.3,10.3,7.5,4.8,5.5,5.0,25.3,34.0,720.0,650.7,244.0,1111.6,224.8,720.1,1228.5,386.9,392.6,2177.3,191.6,457.2,1169.4,1404.0,1719.1,271.3,2879.8
1962,34.4,16.9,60.6,88.4,133.8,165.8,12.7,5.9,8.6,3.7,4.4,4.8,61.9,12.6,791.3,775.9,441.0,1084.7,197.5,666.4,537.3,421.5,259.4,579.0,652.8,363.5,1415.1,1129.5,704.3,455.9,2211.2
1963,41.3,19.9,58.8,114.2,88.9,49.3,18.0,7.1,4.8,6.9,5.9,6.6,52.8,13.4,963.3,526.8,305.5,710.7,183.8,258.7,539.6,300.7,626.0,1013.8,186.7,415.4,1226.3,3973.5,1469.7,528.9,3467.9
1964,40.6,21.4,87.4,80.9,32.9,44.4,8.8,9.2,7.5,4.8,5.0,5.6,29.6,32.9,349.2,2898.5,493.3,628.8,127.7,748.1,986.7,244.5,716.4,1557.0,212.1,579.1,1406.9,2691.0,422.7,331.2,5359.0
1965,46.8,11.8,35.3,71.9,59.4,96.8,24.5,10.9,7.4,13.2,7.4,4.8,21.1,41.2,798.2,469.5,284.8,352.5,234.5,584.4,296.5,159.0,390.5,1438.2,385.1,396.6,2056.4,850.5,173.1,314.9,4311.3
1966,46.1,15.2,76.2,126.1,135.2,56.1,18.6,4.3,16.2,9.7,8.8,5.4,8.6,23.1,997.8,821.8,364.2,1099.8,271.4,1021.1,683.4,131.5,471.3,1791.0,268.5,313.1,2074.2,6835.5,551.1,206.8,9425.3
1967,31.7,16.7,58.7,89.6,80.3,57.0,7.9,6.2,15.6,6.4,6.3,4.0,59.9,16.7,522.7,610.6,305.7,693.0,297.2,315.1,1916.8,231.7,436.7,914.4,239.7,593.3,5342.9,3190.5,1181.4,217.0,10042.7
1968,39.2,13.8,112.7,130.7,54.3,172.0,7.1,6.8,9.5,7.9,4.3,4.5,42.0,9.0,635.7,922.9,453.1,644.2,256.9,481.6,641.9,434.6,691.6,2208.6,150.6,546.1,2661.0,3325.5,259.5,164.2,11043.5
1969,54.6,20.3,70.0,125.9,54.3,174.5,14.4,43.6,5.1,14.0,4.9,4.3,36.9,12.6,274.8,473.2,253.6,897.0,399.3,388.2,921.5,932.1,873.1,1018.4,183.6,175.1,5994.4,1350.0,732.7,87.1,5617.4
1970,51.8,16.8,61.7,93.7,45.5,105.3,10.0,17.0,6.0,6.4,4.9,3.8,72.5,25.6,816.4,732.6,395.2,-999.0,183.8,572.6,440.5,412.6,933.9,1091.0,213.6,268.8,3337.3,3127.5,554.3,65.8,12801.8
1971,36.4,9.6,68.8,78.4,70.4,192.4,10.9,6.7,13.5,2.2,5.7,3.8,75.2,27.0,403.8,1026.1,313.0,-999.0,256.3,363.6,990.1,304.9,601.5,1304.7,161.2,281.2,1575.6,4995.0,536.8,79.1,6109.1
1972,41.2,14.7,88.8,129.2,52.1,163.8,12.0,3.4,12.3,3.9,4.4,3.8,17.0,11.8,503.0,984.8,303.6,-999.0,412.8,493.9,913.7,305.1,378.9,1400.7,99.9,708.5,3545.1,3798.0,2685.1,141.0,6191.9
1973,42.1,12.4,65.5,125.5,33.4,55.9,4.2,9.8,25.9,3.3,3.6,4.2,16.6,13.6,539.7,445.6,352.3,1002.4,487.5,234.3,937.9,421.5,201.6,2013.4,234.3,242.9,4882.7,3100.5,1588.9,149.8,4772.2
1974,38.7,12.8,23.1,66.7,11.8,221.8,5.7,3.1,26.4,2.9,3.6,4.8,56.4,11.4,339.3,321.7,267.6,1489.9,209.7,1133.4,800.9,105.3,553.4,1879.3,145.6,853.7,1323.4,4954.5,648.1,187.1,4027.1
1975,112.5,18.7,-999.0,178.0,-999.0,137.2,13.9,23.8,17.9,5.4,3.6,3.4,177.4,29.0,465.9,308.3,367.4,828.1,204.5,587.8,728.5,247.7,205.1,725.5,113.1,518.3,2925.9,1107.0,968.2,212.0,6189.2
1976,50.9,10.0,72.1,84.6,-999.0,100.3,13.0,10.8,13.7,5.2,3.4,5.2,98.2,36.8,328.2,450.3,502.5,538.1,207.5,224.5,1293.4,304.7,339.2,686.0,60.6,585.2,12905.8,1269.0,1331.3,133.8,8275.6
1977,60.7,14.7,59.4,94.8,-999.0,164.2,29.6,5.1,20.7,7.5,5.9,3.9,15.0,21.2,372.7,437.8,253.4,710.9,242.0,438.7,468.6,197.8,487.4,1558.2,395.2,390.9,3984.1,3082.5,2214.4,160.7,7881.3
1978,33.1,7.2,22.7,49.3,118.6,1446.6,17.9,16.2,22.1,7.0,6.9,5.5,11.5,20.8,405.5,351.0,328.8,-999.0,180.8,742.2,591.0,218.6,186.8,2334.8,93.4,325.9,3979.1,4378.5,886.9,127.1,4600.4
1979,39.6,19.5,28.6,89.0,27.1,51.1,8.5,14.3,21.5,5.2,4.7,4.1,15.3,30.9,843.9,713.6,266.6,563.4,408.0,358.2,1828.8,186.5,338.1,929.9,127.4,224.2,5269.2,3316.5,932.9,99.3,5574.4
1980,48.6,17.0,37.5,106.0,43.4,76.1,13.0,12.4,16.3,6.3,3.1,4.3,118.7,16.3,686.3,741.5,421.1,501.4,430.1,1279.4,899.9,200.8,457.0,2144.9,130.1,474.5,3184.2,2223.0,396.0,130.9,3774.4
1981,47.3,19.0,76.3,57.3,41.7,90.0,11.1,6.8,21.0,16.9,5.3,5.3,42.1,31.3,539.4,484.0,548.2,508.6,309.9,521.0,940.1,156.0,454.0,3484.5,370.3,827.2,2807.4,6237.0,198.7,191.7,8443.1
1982,35.0,21.5,77.0,62.8,68.3,144.7,7.6,1.0,23.1,16.5,5.7,5.2,20.0,9.4,403.4,271.6,280.8,495.2,232.9,684.2,1071.1,622.5,320.6,2664.1,185.8,463.1,10607.9,2668.5,300.7,128.8,8658.4
1983,50.0,15.7,83.2,60.3,58.2,90.5,10.5,9.7,24.0,12.7,5.7,4.8,26.1,22.6,784.7,393.2,328.8,599.3,361.2,362.2,1264.2,339.0,334.1,1620.3,66.8,131.8,9351.2,2434.5,1791.8,256.8,4410.2
1984,30.7,18.2,49.8,80.7,54.4,80.9,16.4,6.1,28.1,5.9,5.6,4.0,32.5,19.3,376.6,447.6,551.8,485.5,212.5,325.1,410.5,389.6,224.3,1568.6,159.1,368.2,5034.1,1944.0,3277.3,211.4,3677.0
1985,24.8,23.4,40.3,56.8,98.2,112.7,17.2,3.8,34.5,6.8,5.4,4.0,17.8,68.2,651.1,339.2,309.0,671.7,247.9,331.1,778.2,206.7,208.6,2159.0,143.5,367.0,7320.1,2331.0,3277.3,165.4,3878.6
1986,20.6,16.4,35.1,59.4,60.8,92.7,19.4,46.0,61.8,5.6,-999.0,4.6,30.4,12.2,534.5,358.9,214.1,475.9,268.3,212.4,739.8,283.3,416.6,1919.6,86.2,298.6,2699.8,1786.5,3277.3,298.2,4617.5
1987,25.2,33.3,50.1,73.8,58.1,57.2,26.0,8.1,58.2,3.6,-999.0,3.7,27.2,16.7,414.6,486.5,261.0,321.9,297.4,249.7,512.5,474.7,283.2,2032.4,95.5,357.2,1827.9,6570.0,3277.3,99.8,1768.1
1988,51.9,55.3,66.1,113.8,68.2,108.1,17.4,6.4,42.9,4.1,-999.0,3.5,15.2,16.9,502.0,437.7,321.9,609.9,274.1,274.1,437.3,153.8,200.3,1516.6,166.6,234.2,4409.1,2344.5,6484.2,163.2,2100.5
1989,38.3,17.3,42.4,75.1,57.2,88.0,14.7,4.0,22.0,4.0,-999.0,5.0,9.7,34.9,636.0,393.5,242.4,796.7,124.2,398.1,600.0,224.7,1117.7,1352.7,112.6,392.6,3548.3,2970.0,-999.0,186.8,2684.9
1990,47.9,12.5,43.9,45.9,33.9,78.7,6.8,8.5,18.1,2.1,-999.0,3.1,11.0,50.9,475.0,702.1,341.5,651.2,240.7,357.4,452.6,369.4,410.2,2067.2,64.1,209.2,4222.8,3685.5,-999.0,100.2,3421.3
1991,54.6,29.5,72.5,120.8,80.1,80.2,2.8,12.4,28.2,4.7,-999.0,2.9,21.4,27.3,581.4,560.5,375.5,703.4,493.4,361.1,735.3,182.3,288.4,4482.2,93.6,714.9,3803.9,2367.0,-999.0,145.4,8096.7
1992,42.9,25.8,104.9,96.1,50.9,52.9,6.1,18.4,21.7,4.1,-999.0,4.0,29.9,32.8,538.4,462.5,248.5,2650.9,189.1,514.7,1244.4,268.6,142.8,1963.2,71.8,156.8,1199.1,3883.5,-999.0,93.0,3102.1
1993,32.4,14.9,36.1,66.4,51.3,98.4,31.1,15.3,14.5,2.6,-999.0,5.3,60.9,29.8,522.6,232.7,280.3,914.0,483.9,641.9,389.3,202.4,377.3,2033.1,160.3,69.8,754.1,3285.0,-999.0,99.2,3153.7
1994,47.1,29.6,58.3,95.2,47.8,415.2,27.7,39.4,-999.0,5.9,-999.0,6.1,32.5,23.5,352.9,872.3,421.4,360.3,224.8,1391.0,872.6,-999.0,-999.0,1233.0,161.2,-999.0,594.7,2763.0,-999.0,234.8,2173.5
1995,49.1,10.3,41.9,66.9,82.0,248.6,17.0,8.3,-999.0,3.1,-999.0,7.2,33.9,26.0,726.9,960.2,460.0,1274.0,233.6,468.6,1410.3,-999.0,-999.0,2939.2,292.9,-999.0,2932.6,1912.5,-999.0,478.3,1422.5
1996,34.5,14.3,33.0,78.7,63.9,510.2,13.4,17.2,-999.0,2.5,-999.0,9.0,48.9,30.3,934.1,521.0,253.4,419.4,126.7,297.0,323.6,-999.0,-999.0,1491.9,-999.0,-999.0,3727.4,4131.0,-999.0,176.7,3861.0
1997,46.7,10.5,132.4,93.0,44.0,220.9,19.4,17.2,-999.0,6.5,-999.0,6.1,20.5,57.6,510.4,794.4,298.9,216.1,253.7,192.7,153.0,-999.0,-999.0,1100.8,-999.0,-999.0,1136.2,3082.5,-999.0,165.6,2776.3
1998,30.9,12.3,64.2,62.1,81.8,112.5,16.9,38.4,-999.0,7.3,-999.0,7.0,27.1,17.3,646.3,395.5,209.6,175.1,295.1,640.7,578.3,-999.0,-999.0,1015.8,-999.0,-999.0,1740.2,3303.0,-999.0,434.3,3989.3
1999,66.2,31.7,84.4,92.6,166.5,230.0,6.4,22.9,-999.0,17.0,-999.0,9.8,19.0,9.5,403.1,469.5,206.1,-999.0,276.8,487.2,587.8,-999.0,-999.0,515.5,-999.0,-999.0,-999.0,5481.0,-999.0,363.5,3727.9
2000,85.8,27.7,105.2,92.9,88.3,262.1,16.7,37.9,-999.0,13.3,-999.0,12.0,37.1,16.3,-999.0,732.5,353.3,-999.0,323.2,365.3,970.2,-999.0,-999.0,1560.5,-999.0,-999.0,-999.0,3447.0,-999.0,369.3,2651.3
2001,49.4,66.0,151.1,191.2,153.0,157.8,38.2,10.1,-999.0,6.3,-999.0,12.0,27.0,47.1,-999.0,583.8,108.4,-999.0,358.0,432.1,623.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1696.5,-999.0,308.3,-999.0
2002,46.3,19.4,97.4,90.7,88.8,127.7,16.1,26.1,-999.0,12.7,-999.0,10.3,-999.0,24.0,-999.0,279.9,385.2,-999.0,212.8,165.6,738.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,945.0,-999.0,628.7,-999.0
2003,45.7,37.5,85.6,105.9,134.0,121.6,57.4,24.4,-999.0,10.5,-999.0,8.3,-999.0,24.4,-999.0,57.9,276.9,-999.0,502.5,183.8,732.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2821.5,-999.0,218.4,-999.0
2004,35.4,43.3,46.6,58.2,87.7,65.9,67.4,17.5,-999.0,8.6,-999.0,9.0,-999.0,30.7,-999.0,-999.0,287.9,-999.0,155.7,405.2,332.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3303.0,-999.0,262.3,-999.0
2005,63.5,41.8,129.3,120.3,177.6,166.3,16.2,14.8,-999.0,6.1,-999.0,8.2,-999.0,24.6,-999.0,-999.0,266.8,-999.0,88.9,182.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2700.0,-999.0,364.0,-999.0
2006,59.1,19.6,72.2,72.4,-999.0,214.8,19.1,32.7,-999.0,5.9,-999.0,8.8,-999.0,15.7,-999.0,-999.0,249.8,-999.0,109.7,346.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1345.5,-999.0,531.4,-999.0
2007,37.9,-999.0,93.5,77.8,-999.0,101.5,21.5,18.3,-999.0,8.2,-999.0,14.3,-999.0,15.4,-999.0,-999.0,134.6,-999.0,101.8,157.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2209.5,-999.0,541.7,-999.0
2008,36.5,-999.0,122.2,135.4,-999.0,-999.0,13.8,25.5,-999.0,6.5,-999.0,14.3,-999.0,-999.0,-999.0,-999.0,302.0,-999.0,150.7,233.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2007.0,-999.0,-999.0,-999.0
2009,22.8,-999.0,57.2,-999.0,-999.0,-999.0,8.9,-999.0,-999.0,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,235.6,-999.0,163.6,192.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1327.5,-999.0,-999.0,-999.0
2010,17.4,-999.0,47.5,-999.0,-999.0,-999.0,5.8,-999.0,-999.0,9.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,573.6,-999.0,193.2,147.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2767.5,-999.0,-999.0,-999.0
